Total_words: 40062 
Word	Word_Count
('dice', '4')	4	
('Marsh', 'Williamsville')	4	
('FEDERAL', 'DISTRICT')	4	
('Mexico', 'Michigan')	4	
('Andhra', 'Pradesh')	4	
('Fran', 'ais')	4	
('techniques', 'build')	4	
('Beach', 'Los')	4	
('indeed', 'Monster')	4	
('exclude', 'like')	4	
('Feed', 'News')	4	
('additional', 'tips')	4	
('MyDice', 'Dashboard')	4	
('resume', 'Cover')	4	
('Natick', 'Nebraska')	4	
('time', 'Submit')	4	
('Accel', 'Partners')	4	
('Rockville', 'Rome')	4	
('tools', 'Resumes')	4	
('Marketing', 'Coordinator')	4	
